,E,z_S1,z_S2,z_P
0,0.495(25),0.000340(50),0.0000220(50),0.00120(25)
1,0.75(22),0.00034(68),0.00034(68),0.0012(36)
2,0.85(22),0.00034(68),0.00034(68),0.0012(36)
3,1.0(22),0.0(3.3)e-3,4.4(4.4)e-4,4.4(4.4)e-04
4,,,
5,,,
6,,,
7,,,
8,,,
9,,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,,,
